
0	0.000	0.00000	0.00000	0.00000
250	0.000	0.00000	0.00000	0.00000
500	0.000	0.00000	0.00000	0.00000
750	0.000	0.00000	0.00000	0.00000
1250	0.000	0.00000	0.00000	0.00000
1750	0.000	0.00000	0.00000	0.00000
2750	0.000	0.00000	0.00000	0.00000
4250	0.000	0.00000	0.00000	0.00000
6500	0.000	0.00000	0.00000	0.00000
10000	0.000	0.00000	0.00000	0.00000
15000	0.000	0.00000	0.00000	0.00000
20000	0.000	0.00000	0.00000	0.00000
25000	0.000	0.00000	0.00000	0.00000
30000	0.000	0.00000	0.00000	0.00000
35000	0.000	0.00000	0.00000	0.00000
40000	0.000	0.00000	0.00000	0.00000
45000	0.000	0.00000	0.00000	0.00000
50000	0.000	0.00000	0.00000	0.00000
55000	0.000	0.00000	0.00000	0.00000
60000	0.000	0.00000	0.00000	0.00000
65000	0.000	0.00000	0.00000	0.00000
70000	0.000	0.00000	0.00000	0.00000
75000	0.000	0.00000	0.00000	0.00000
80000	0.000	0.00000	0.00000	0.00000
85000	0.000	0.00000	0.00000	0.00000
90000	0.000	0.00000	0.00000	0.00000
95000	0.000	0.00000	0.00000	0.00000
100000	0.000	0.00000	0.00000	0.00000
105000	0.000	0.00000	0.00000	0.00000
110000	0.000	0.00000	0.00000	0.00000
115000	0.000	0.00000	0.00000	0.00000
125000	0.000	0.00000	0.00000	0.00000
130000	0.000	0.00000	0.00000	0.00000
135000	0.000	0.00000	0.00000	0.00000
145000	0.000	0.00000	0.00000	0.00000
155000	0.000	0.00000	0.00000	0.00000
160000	0.000	0.00000	0.00000	0.00000
170000	0.000	0.00000	0.00000	0.00000
180000	0.000	0.00000	0.00000	0.00000
190000	0.000	0.00000	0.00000	0.00000
200000	0.000	0.00000	0.00000	0.00000
210000	0.000	0.00000	0.00000	0.00000
220000	0.000	0.00000	0.00000	0.00000
230000	0.000	0.00000	0.00000	0.00000
245000	0.000	0.00000	0.00000	0.00000
260000	0.000	0.00000	0.00000	0.00000
270000	0.000	0.00000	0.00000	0.00000
285000	0.000	0.00000	0.00000	0.00000
300000	0.000	0.00000	0.00000	0.00000
320000	0.000	0.00000	0.00000	0.00000
335000	0.000	0.00000	0.00000	0.00000
355000	0.000	0.00000	0.00000	0.00000
370000	0.000	0.00000	0.00000	0.00000
390000	0.000	0.00000	0.00000	0.00000
410000	0.000	0.00000	0.00000	0.00000
435000	0.000	0.00000	0.00000	0.00000
460000	0.000	0.00000	0.00000	0.00000
480000	0.000	0.00000	0.00000	0.00000
510000	0.000	0.00000	0.00000	0.00000
535000	0.000	0.00000	0.00000	0.00000
565000	0.000	0.00000	0.00000	0.00000
595000	0.000	0.00000	0.00000	0.00000
625000	0.000	0.00000	0.00000	0.00000
660000	0.000	0.00000	0.00000	0.00000
695000	0.000	0.00000	0.00000	0.00000
730000	0.000	0.00000	0.00000	0.00000
770000	0.000	0.00000	0.00000	0.00000
810000	0.000	0.00000	0.00000	0.00000
855000	0.000	0.00000	0.00000	0.00000
900000	0.000	0.00000	0.00000	0.00000
945000	0.000	0.00000	0.00000	0.00000
1000000	0.000	0.00000	0.00000	0.00000
1290000	0.000	0.00000	0.00000	0.00000
1665000	0.000	0.00000	0.00000	0.00000
2150000	0.000	0.00000	0.00000	0.00000
2780000	0.000	0.00000	0.00000	0.00000
3590000	0.000	0.00000	0.00000	0.00000
4640000	0.000	0.00000	0.00000	0.00000
5990000	0.000	0.00000	0.00000	0.00000
7740000	0.000	0.00000	0.00000	0.00000
10000000	0.000	0.00000	0.00000	0.00000
